Code;Company;Link;"""Market Cap""";"""Last trade""";Change;%Change;Sector;ZW1;ZW2;Ticker JSE;Ticker;Ticker Yahoo
JSE:EOH;"""EOH Holdings (JSE:EOH)""";https://www.listcorp.com/jse/eoh/eoh-holdings;"""	0""";2,37;0;0;Technology;"(JSE:EOH)""";(JSE:EOH;JSE:EOH;EOH;EOH.JO
JSE:EPE;"""EPE Capital Partners Limited (JSE:EPE)""";https://www.listcorp.com/jse/epe/epe-capital-partners-limited;"""	1679510000""";6,55;0;0;Financials;"(JSE:EPE)""";(JSE:EPE;JSE:EPE;EPE;EPE.JO
JSE:EQU;"""Equites Property Fund Limited (JSE:EQU)""";https://www.listcorp.com/jse/equ/equites-property-fund-limited;"""	12530300000""";15,06;-0,11;-0,73;Financials;"(JSE:EQU)""";(JSE:EQU;JSE:EQU;EQU;EQU.JO
JSE:EUZ;"""Europa Metals Limited (JSE:EUZ)""";https://www.listcorp.com/jse/euz/europa-metals-limited;"""	13282300""";0,13;0;0;"""Basic Materials""";"(JSE:EUZ)""";(JSE:EUZ;JSE:EUZ;EUZ;EUZ.JO
JSE:EXP;"""Exemplar Reitail Limited (JSE:EXP)""";https://www.listcorp.com/jse/exp/exemplar-reitail-limited;"""	4386240000""";13,2;0;0;Financials;"(JSE:EXP)""";(JSE:EXP;JSE:EXP;EXP;EXP.JO
JSE:EXX;"""Exxaro Resources Limited (JSE:EXX)""";https://www.listcorp.com/jse/exx/exxaro-resources-limited;"""	51511500000""";149,14;0,99;0,67;"""Basic Materials""";"(JSE:EXX)""";(JSE:EXX;JSE:EXX;EXX;EXX.JO
JSE:FBR;"""Famous Brands Limited (JSE:FBR)""";https://www.listcorp.com/jse/fbr/famous-brands-limited;"""	6146410000""";61,4;0,06;0,1;"""Consumer Services""";"(JSE:FBR)""";(JSE:FBR;JSE:FBR;FBR;FBR.JO
JSE:FGL;"""Finbond Group Limited (JSE:FGL)""";https://www.listcorp.com/jse/fgl/finbond-group-limited;"""	438362000""";0,85;0;0;Financials;"(JSE:FGL)""";(JSE:FGL;JSE:FGL;FGL;FGL.JO
JSE:FSR;"""Firstrand Limited (JSE:FSR)""";https://www.listcorp.com/jse/fsr/firstrand-limited;"""	407249000000""";72,88;0,28;0,39;Financials;"(JSE:FSR)""";(JSE:FSR;JSE:FSR;FSR;FSR.JO
JSE:FFB;"""Fortress REIT Limited - B (JSE:FFB)""";https://www.listcorp.com/jse/ffb/fortress-reit-limited-b;"""	24170100000""";20,3;0,23;1,15;Financials;"(JSE:FFB)""";(JSE:FFB;JSE:FFB;FFB;FFB.JO
JSE:GAI;"""Gaia Infrastructure Capital Limited (JSE:GAI)""";https://www.listcorp.com/jse/gai/gaia-infrastructure-capital-limited;"""	0""";0;0;0;Financials;"(JSE:GAI)""";(JSE:GAI;JSE:GAI;GAI;GAI.JO
JSE:GML;"""Gemfields Group Limited (JSE:GML)""";https://www.listcorp.com/jse/gml/gemfields-group-limited;"""	1965620000""";1,23;0,09;7,89;"""Basic Materials""";"(JSE:GML)""";(JSE:GML;JSE:GML;GML;GML.JO
JSE:GLN;"""Glencore plc (JSE:GLN)""";https://www.listcorp.com/jse/gln/glencore-plc;"""	914244000000""";70,3;1,17;1,69;"""Basic Materials""";"(JSE:GLN)""";(JSE:GLN;JSE:GLN;GLN;GLN.JO
JSE:GTC;"""Globe Trade Centre S.A. (JSE:GTC)""";https://www.listcorp.com/jse/gtc/globe-trade-centre-sa;"""	17227700000""";30;0;0;Financials;"(JSE:GTC)""";(JSE:GTC;JSE:GTC;GTC;GTC.JO
JSE:GLI;"""Go Life International Ltd (JSE:GLI)""";https://www.listcorp.com/jse/gli/go-life-international-ltd;"""	12425000""";0,01;0;0;"""Health Care""";"(JSE:GLI)""";(JSE:GLI;JSE:GLI;GLI;GLI.JO
JSE:GFI;"""Gold Fields Limited (JSE:GFI)""";https://www.listcorp.com/jse/gfi/gold-fields-limited;"""	400076000000""";434,52;-12,47;-2,79;"""Basic Materials""";"(JSE:GFI)""";(JSE:GFI;JSE:GFI;GFI;GFI.JO
JSE:GPL;"""Grand Parade Investments Limited (JSE:GPL)""";https://www.listcorp.com/jse/gpl/grand-parade-investments-limited;"""	1167070000""";2,5;0;0;Financials;"(JSE:GPL)""";(JSE:GPL;JSE:GPL;GPL;GPL.JO
JSE:GND;"""Grindrod Limited (JSE:GND)""";https://www.listcorp.com/jse/gnd/grindrod-limited;"""	8837080000""";12,95;0,29;2,29;Industrials;"(JSE:GND)""";(JSE:GND;JSE:GND;GND;GND.JO
JSE:GRT;"""Growthpoint Properties Limited (JSE:GRT)""";https://www.listcorp.com/jse/grt/growthpoint-properties-limited;"""	45629500000""";13,3;0;0;Financials;"(JSE:GRT)""";(JSE:GRT;JSE:GRT;GRT;GRT.JO
JSE:HMN;"""Hammerson plc (JSE:HMN)""";https://www.listcorp.com/jse/hmn/hammerson-plc;"""	34877100000""";72,35;1,01;1,42;Financials;"(JSE:HMN)""";(JSE:HMN;JSE:HMN;HMN;HMN.JO
JSE:HAR;"""Harmony Gold Mining Company (JSE:HAR)""";https://www.listcorp.com/jse/har/harmony-gold-mining-company;"""	166747000000""";256,79;-5,91;-2,25;"""Basic Materials""";"(JSE:HAR)""";(JSE:HAR;JSE:HAR;HAR;HAR.JO
JSE:HET;"""Heriot REIT Limited (JSE:HET)""";https://www.listcorp.com/jse/het/heriot-reit-limited;"""	5122590000""";16;0;0;Financials;"(JSE:HET)""";(JSE:HET;JSE:HET;HET;HET.JO
JSE:HIL;"""Homechoice International plc (JSE:HIL)""";https://www.listcorp.com/jse/hil/homechoice-international-plc;"""	3420710000""";32,05;0;0;"""Consumer Services""";"(JSE:HIL)""";(JSE:HIL;JSE:HIL;HIL;HIL.JO
JSE:HCI;"""Hosken Consolidated Investments Limited (JSE:HCI)""";https://www.listcorp.com/jse/hci/hosken-consolidated-investments-limited;"""	11269900000""";132,09;1,18;0,9;Financials;"(JSE:HCI)""";(JSE:HCI;JSE:HCI;HCI;HCI.JO
JSE:HPR;"""Hosken Passenger Logistics and Rail Limited (JSE:HPR)""";https://www.listcorp.com/jse/hpr/hosken-passenger-logistics-and-rail-limited;"""	922200000""";3,18;0;0;"""Consumer Services""";"(JSE:HPR)""";(JSE:HPR;JSE:HPR;HPR;HPR.JO
JSE:HDC;"""Hudaco Industries Limited (JSE:HDC)""";https://www.listcorp.com/jse/hdc/hudaco-industries-limited;"""	5947790000""";197,89;5,37;2,79;Industrials;"(JSE:HDC)""";(JSE:HDC;JSE:HDC;HDC;HDC.JO
JSE:HUG;"""Huge Group Limited (JSE:HUG)""";https://www.listcorp.com/jse/hug/huge-group-limited;"""	327867000""";1,9;0;0;Telecommunications;"(JSE:HUG)""";(JSE:HUG;JSE:HUG;HUG;HUG.JO
JSE:HLM;"""Hulamin Limited (JSE:HLM)""";https://www.listcorp.com/jse/hlm/hulamin-limited;"""	632421000""";2,14;0,19;9,74;"""Basic Materials""";"(JSE:HLM)""";(JSE:HLM;JSE:HLM;HLM;HLM.JO
JSE:HYP;"""Hyprop Investments Limited (JSE:HYP)""";https://www.listcorp.com/jse/hyp/hyprop-investments-limited;"""	16727700000""";42,25;0,37;0,88;Financials;"(JSE:HYP)""";(JSE:HYP;JSE:HYP;HYP;HYP.JO
JSE:IMP;"""Impala Platinum Holdings Limited (JSE:IMP)""";https://www.listcorp.com/jse/imp/implats;"""	134416000000""";146,26;-2,36;-1,59;"""Basic Materials""";"(JSE:IMP)""";(JSE:IMP;JSE:IMP;IMP;IMP.JO
JSE:ISB;"""Insimbi Industrial Holdings Ltd (JSE:ISB)""";https://www.listcorp.com/jse/isb/insimbi-industrial-holdings-ltd;"""	205157000""";0,62;0;0;"""Basic Materials""";"(JSE:ISB)""";(JSE:ISB;JSE:ISB;ISB;ISB.JO
JSE:INL;"""Investec Limited (JSE:INL)""";https://www.listcorp.com/jse/inl/investec-limited;"""	35415100000""";121,34;1,34;1,12;Financials;"(JSE:INL)""";(JSE:INL;JSE:INL;INL;INL.JO
JSE:INP;"""Investec plc (JSE:INP)""";https://www.listcorp.com/jse/inp/investec-plc;"""	84052000000""";122,06;1,3;1,08;Financials;"(JSE:INP)""";(JSE:INP;JSE:INP;INP;INP.JO
JSE:IPF;"""Investec Property Fund Limited (JSE:IPF)""";https://www.listcorp.com/jse/ipf/investec-property-fund-limited;"""	7928450000""";9,83;-0,02;-0,2;Financials;"(JSE:IPF)""";(JSE:IPF;JSE:IPF;IPF;IPF.JO
JSE:IVT;"""Invicta Holdings Limited (JSE:IVT)""";https://www.listcorp.com/jse/ivt/invicta-holdings;"""	3079350000""";33,5;0;0;Industrials;"(JSE:IVT)""";(JSE:IVT;JSE:IVT;IVT;IVT.JO
JSE:ISA;"""ISA Holdings Limited (JSE:ISA)""";https://www.listcorp.com/jse/isa/isa-holdings-limited;"""	332656000""";2;0,05;2,56;Technology;"(JSE:ISA)""";(JSE:ISA;JSE:ISA;ISA;ISA.JO
JSE:ITE;"""Italtile Limited (JSE:ITE)""";https://www.listcorp.com/jse/ite/italtile-limited;"""	12820000000""";9,94;0,24;2,47;"""Consumer Services""";"(JSE:ITE)""";(JSE:ITE;JSE:ITE;ITE;ITE.JO
JSE:JSE;"""JSE Limited (JSE:JSE)""";https://www.listcorp.com/jse/jse/jse-limited;"""	10873000000""";126,42;0,52;0,41;Financials;"(JSE:JSE)""";(JSE:JSE;JSE:JSE;JSE;JSE.JO
JSE:JBL;"""Jubilee Metals Group Plc (JSE:JBL)""";https://www.listcorp.com/jse/jbl/jubilee-metals-group-plc;"""	2737280000""";0,88;0,01;1,15;"""Basic Materials""";"(JSE:JBL)""";(JSE:JBL;JSE:JBL;JBL;JBL.JO
JSE:KAL;"""Kaap Agri Limited (JSE:KAL)""";https://www.listcorp.com/jse/kal/kaap-agri-limited;"""	2902190000""";38,6;-0,45;-1,15;"""Consumer Services""";"(JSE:KAL)""";(JSE:KAL;JSE:KAL;KAL;KAL.JO
JSE:KAP;"""KAP Limited (JSE:KAP)""";https://www.listcorp.com/jse/kap/kap-limited;"""	4427100000""";1,78;0,01;0,56;Industrials;"(JSE:KAP)""";(JSE:KAP;JSE:KAP;KAP;KAP.JO
JSE:KRO;"""Karooooo Ltd (JSE:KRO)""";https://www.listcorp.com/jse/kro/karooooo-ltd;"""	26877500000""";875,05;5,05;0,58;Technology;"(JSE:KRO)""";(JSE:KRO;JSE:KRO;KRO;KRO.JO
JSE:KBO;"""Kibo Energy PLC (JSE:KBO)""";https://www.listcorp.com/jse/kbo/kibo-energy-plc;"""	147152000""";0,01;0;0;"""Basic Materials""";"(JSE:KBO)""";(JSE:KBO;JSE:KBO;KBO;KBO.JO
JSE:KP2;"""Kore Potash Plc (JSE:KP2)""";https://www.listcorp.com/jse/kp2/kore-potash-plc;"""	2865190000""";0,59;0;0;"""Basic Materials""";"(JSE:KP2)""";(JSE:KP2;JSE:KP2;KP2;KP2.JO
JSE:KIO;"""Kumba Iron Ore (JSE:KIO)""";https://www.listcorp.com/jse/kio/kumba-iron-ore;"""	88303100000""";276,01;1,84;0,67;"""Basic Materials""";"(JSE:KIO)""";(JSE:KIO;JSE:KIO;KIO;KIO.JO
JSE:LAB;"""Labat Africa Limited (JSE:LAB)""";https://www.listcorp.com/jse/lab/labat-africa-limited;"""	79266300""";0,07;0;0;Industrials;"(JSE:LAB)""";(JSE:LAB;JSE:LAB;LAB;LAB.JO
JSE:LEW;"""Lewis Group Limited (JSE:LEW)""";https://www.listcorp.com/jse/lew/lewis-group-limited;"""	4318270000""";83,21;0,42;0,51;"""Consumer Services""";"(JSE:LEW)""";(JSE:LEW;JSE:LEW;LEW;LEW.JO
JSE:LBR;"""Libstar Holdings Limited (JSE:LBR)""";https://www.listcorp.com/jse/lbr/libstar-holdings-limited;"""	2448100000""";3,38;-0,21;-5,85;"""Consumer Goods""";"(JSE:LBR)""";(JSE:LBR;JSE:LBR;LBR;LBR.JO
JSE:LHC;"""Life Healthcare Group (JSE:LHC)""";https://www.listcorp.com/jse/lhc/life-healthcare-group;"""	20322800000""";13,92;0,07;0,51;"""Health Care""";"(JSE:LHC)""";(JSE:LHC;JSE:LHC;LHC;LHC.JO
JSE:LTE;"""Lighthouse Capital Limited (JSE:LTE)""";https://www.listcorp.com/jse/lte/lighthouse-capital-limited;"""	17129900000""";8,21;0,01;0,12;Financials;"(JSE:LTE)""";(JSE:LTE;JSE:LTE;LTE;LTE.JO
JSE:MMP;"""Marshall Monteagle PLC (JSE:MMP)""";https://www.listcorp.com/jse/mmp/marshall-monteagle-plc;"""	1044170000""";29,12;0;0;Industrials;"(JSE:MMP)""";(JSE:MMP;JSE:MMP;MMP;MMP.JO
JSE:MSP;"""MAS Real Estate Inc (JSE:MSP)""";https://www.listcorp.com/jse/msp/mas-real-estate-inc;"""	16636100000""";23,12;-0,11;-0,47;Financials;"(JSE:MSP)""";(JSE:MSP;JSE:MSP;MSP;MSP.JO
JSE:MDI;"""Master Drilling Group Limited (JSE:MDI)""";https://www.listcorp.com/jse/mdi/master-drilling-group;"""	2435690000""";16,18;0;0;Industrials;"(JSE:MDI)""";(JSE:MDI;JSE:MDI;MDI;MDI.JO
JSE:MCZ;"""MC Mining Limited (JSE:MCZ)""";https://www.listcorp.com/jse/mcz/mc-mining-limited;"""	567198000""";1,36;-0,01;-0,73;"""Basic Materials""";"(JSE:MCZ)""";(JSE:MCZ;JSE:MCZ;MCZ;MCZ.JO
JSE:MRF;"""Merafe Resources Limited (JSE:MRF)""";https://www.listcorp.com/jse/mrf/merafe-resources-limited;"""	3123910000""";1,26;0,01;0,8;"""Basic Materials""";"(JSE:MRF)""";(JSE:MRF;JSE:MRF;MRF;MRF.JO
JSE:MTA;"""Metair Investments Limited (JSE:MTA)""";https://www.listcorp.com/jse/mta/metair-investments-limited;"""	1478470000""";7,98;0,55;7,4;"""Consumer Goods""";"(JSE:MTA)""";(JSE:MTA;JSE:MTA;MTA;MTA.JO
JSE:MFL;"""Metrofile Holdings Limited (JSE:MFL)""";https://www.listcorp.com/jse/mfl/metrofile-holdings-limited;"""	1131960000""";2,61;0;0;Industrials;"(JSE:MFL)""";(JSE:MFL;JSE:MFL;MFL;MFL.JO
JSE:MED;"""Middle East Diamond Resources Limited (JSE:MED)""";https://www.listcorp.com/jse/med/middle-east-diamond-resources-limited;"""	4786390000""";0;0;0;"""Basic Materials""";"(JSE:MED)""";(JSE:MED;JSE:MED;MED;MED.JO
JSE:MRI;"""Mine Restoration Investments Limited (JSE:MRI)""";https://www.listcorp.com/jse/mri/mine-restoration-investments-limited;"""	25885700""";0,03;0;0;Industrials;"(JSE:MRI)""";(JSE:MRI;JSE:MRI;MRI;MRI.JO
JSE:MTM;"""Momentum Metropolitan Holdings (JSE:MTM)""";https://www.listcorp.com/jse/mtm/momentum-metropolitan-holdings;"""	46191500000""";34,18;0,33;0,97;Financials;"(JSE:MTM)""";(JSE:MTM;JSE:MTM;MTM;MTM.JO
JSE:MNP;"""Mondi plc (JSE:MNP)""";https://www.listcorp.com/jse/mnp/mondi-plc;"""	129219000000""";293,6;0,85;0,29;"""Basic Materials""";"(JSE:MNP)""";(JSE:MNP;JSE:MNP;MNP;MNP.JO
JSE:MTH;"""Motus Holdings Limited (JSE:MTH)""";https://www.listcorp.com/jse/mth/motus-holdings-limited;"""	16639600000""";93,635;0,48;0,52;"""Consumer Services""";"(JSE:MTH)""";(JSE:MTH;JSE:MTH;MTH;MTH.JO
JSE:MPT;"""Mpact Limited (JSE:MPT)""";https://www.listcorp.com/jse/mpt/mpact-limited;"""	3811070000""";25;-0,5;-1,96;Industrials;"(JSE:MPT)""";(JSE:MPT;JSE:MPT;MPT;MPT.JO
JSE:MRP;"""Mr Price Group (JSE:MRP)""";https://www.listcorp.com/jse/mrp/mr-price-group;"""	55855400000""";215,12;0,13;0,06;"""Consumer Services""";"(JSE:MRP)""";(JSE:MRP;JSE:MRP;MRP;MRP.JO
JSE:MTN;"""MTN Group Limited (JSE:MTN)""";https://www.listcorp.com/jse/mtn/mtn-group-limited;"""	239528000000""";126,41;-0,71;-0,56;Telecommunications;"(JSE:MTN)""";(JSE:MTN;JSE:MTN;MTN;MTN.JO
JSE:MTNZF;"""MTN Zakhele Futhi (JSE:MTNZF)""";https://www.listcorp.com/jse/mtnzf/mtn-zakhele-futhi;"""	2094380000""";16,17;-0,8;-4,71;Financials;"SE:MTNZF)""";SE:MTNZF;E:MTNZF;NZF;MTNZF.JO
JSE:MCG;"""MultiChoice Group (JSE:MCG)""";https://www.listcorp.com/jse/mcg/multichoice-group;"""	50889000000""";115,49;0,49;0,43;"""Consumer Services""";"(JSE:MCG)""";(JSE:MCG;JSE:MCG;MCG;MCG.JO
JSE:MUR;"""Murray & Roberts Holdings Limited (JSE:MUR)""";https://www.listcorp.com/jse/mur/murray-and-roberts-holdings-limited;"""	489210000""";1,1;0;0;Industrials;"(JSE:MUR)""";(JSE:MUR;JSE:MUR;MUR;MUR.JO
JSE:MST;"""Mustek Limited (JSE:MST)""";https://www.listcorp.com/jse/mst/mustek-limited;"""	805560000""";14,2;0,2;1,43;Technology;"(JSE:MST)""";(JSE:MST;JSE:MST;MST;MST.JO
JSE:NPK;"""Nampak Limited (JSE:NPK)""";https://www.listcorp.com/jse/npk/nampak-limited;"""	4432200000""";547,49;24,58;4,7;Industrials;"(JSE:NPK)""";(JSE:NPK;JSE:NPK;NPK;NPK.JO
JSE:NPN;"""Naspers Limited - N (JSE:NPN)""";https://www.listcorp.com/jse/npn/naspers-limited-n;"""	859662000000""";5268,96;40,78;0,78;Technology;"(JSE:NPN)""";(JSE:NPN;JSE:NPN;NPN;NPN.JO
JSE:NED;"""Nedbank Group Limited (JSE:NED)""";https://www.listcorp.com/jse/ned/nedbank-group-limited;"""	120897000000""";248,37;0,07;0,03;Financials;"(JSE:NED)""";(JSE:NED;JSE:NED;NED;NED.JO
JSE:NRP;"""Nepi Rockcastle plc (JSE:NRP)""";https://www.listcorp.com/jse/nrp/nepi-rockcastle-plc;"""	96438900000""";134,675;-0,7;-0,52;Financials;"(JSE:NRP)""";(JSE:NRP;JSE:NRP;NRP;NRP.JO
JSE:NT1;"""Net 1 UEPS Technologies Inc (JSE:NT1)""";https://www.listcorp.com/jse/nt1/net1;"""	4228030000""";75;0;0;Industrials;"(JSE:NT1)""";(JSE:NT1;JSE:NT1;NT1;NT1.JO
JSE:NTC;"""Netcare Limited (JSE:NTC)""";https://www.listcorp.com/jse/ntc/netcare-limited;"""	18996000000""";13,35;0,15;1,14;"""Health Care""";"(JSE:NTC)""";(JSE:NTC;JSE:NTC;NTC;NTC.JO
JSE:NRL;"""Newpark REIT Limited (JSE:NRL)""";https://www.listcorp.com/jse/nrl/newpark-reit-limited;"""	480000000""";4,8;0;0;Financials;"(JSE:NRL)""";(JSE:NRL;JSE:NRL;NRL;NRL.JO
JSE:NCS;"""Nictus Limited (JSE:NCS)""";https://www.listcorp.com/jse/ncs/nictus-limited;"""	117576000""";2,2;0;0;"""Consumer Services""";"(JSE:NCS)""";(JSE:NCS;JSE:NCS;NCS;NCS.JO
JSE:NY1;"""Ninety One Limited (JSE:NY1)""";https://www.listcorp.com/jse/ny1/ninety-one-limited;"""	11467500000""";43,01;0,28;0,66;Financials;"(JSE:NY1)""";(JSE:NY1;JSE:NY1;NY1;NY1.JO
JSE:N91;"""Ninety One plc (JSE:N91)""";https://www.listcorp.com/jse/n91/ninety-one-plc;"""	27609100000""";44,03;0,64;1,47;Financials;"(JSE:N91)""";(JSE:N91;JSE:N91;N91;N91.JO
JSE:NPH;"""Northam Platinum Holdings Limited (JSE:NPH)""";https://www.listcorp.com/jse/nph/northam-platinum-holdings-limited;"""	68493600000""";168,04;-3,15;-1,84;"""Basic Materials""";"(JSE:NPH)""";(JSE:NPH;JSE:NPH;NPH;NPH.JO
JSE:NHM;"""Northam Platinum Limited (JSE:NHM)""";https://www.listcorp.com/jse/nhm/northam-platinum-limited;"""	101604000000""";189,66;-9,65;-4,84;"""Basic Materials""";"(JSE:NHM)""";(JSE:NHM;JSE:NHM;NHM;NHM.JO
JSE:NVS;"""Novus Holdings Limited (JSE:NVS)""";https://www.listcorp.com/jse/nvs/novus-holdings-limited;"""	2573870000""";7,5;0;0;Industrials;"(JSE:NVS)""";(JSE:NVS;JSE:NVS;NVS;NVS.JO
JSE:NWL;"""Nu-World Holdings Limited (JSE:NWL)""";https://www.listcorp.com/jse/nwl/nu-world-holdings-limited;"""	610226000""";28;0;0;"""Consumer Goods""";"(JSE:NWL)""";(JSE:NWL;JSE:NWL;NWL;NWL.JO
JSE:OAO;"""Oando PLC (JSE:OAO)""";https://www.listcorp.com/jse/oao/oando-plc;"""	1740400000""";0,14;0;0;"""Oil & Gas""";"(JSE:OAO)""";(JSE:OAO;JSE:OAO;OAO;OAO.JO
JSE:OAS;"""Oasis Crescent Property Fund (JSE:OAS)""";https://www.listcorp.com/jse/oas/oasis-crescent-property-fund;"""	1338960000""";20,5;0;0;Financials;"(JSE:OAS)""";(JSE:OAS;JSE:OAS;OAS;OAS.JO
JSE:OCE;"""Oceana Group Limited (JSE:OCE)""";https://www.listcorp.com/jse/oce/oceana-group-limited;"""	7133990000""";55;0,03;0,05;"""Consumer Goods""";"(JSE:OCE)""";(JSE:OCE;JSE:OCE;OCE;OCE.JO
